east,north,height,cat
8.90139203,39.47561538,48,10
8.90138894,39.47562486,48,10
8.90138584,39.47563434,48,10
8.90138275,39.47564382,48,10
8.90137966,39.4756533,48,10
8.90137657,39.47566279,48,10
8.90137348,39.47567227,48,10
8.90137039,39.47568175,48,10
8.9013673,39.47569123,48,10
8.90136421,39.47570071,48,10
8.90136112,39.47571019,48,10
8.90135803,39.47571968,48,10
8.90135493,39.47572916,48,10
8.90135184,39.47573864,48,10
8.90134875,39.47574812,48,10
8.90134566,39.4757576,48,10
8.90134257,39.47576708,48,10
8.90133948,39.47577656,48,10
8.90133639,39.47578605,48,10
8.9013333,39.47579553,48,10
8.90133021,39.47580501,48,10
8.90132711,39.47581449,48,10
8.90132402,39.47582397,48,10
8.90132093,39.47583345,48,10
8.90131784,39.47584294,48,10
8.90131475,39.47585242,48,10
8.90131166,39.4758619,48,10
8.90130857,39.47587138,48,10
8.90130548,39.47588086,48,10
8.90130239,39.47589034,48,10
8.90129929,39.47589982,48,10
8.9012962,39.47590931,48,10
8.90129311,39.47591879,48,10
8.90129002,39.47592827,48,10
8.90128693,39.47593775,48,10
8.90128384,39.47594723,48,10
8.90128075,39.47595671,48,10
8.90127766,39.4759662,48,10
8.90127457,39.47597568,48,10
8.90127147,39.47598516,48,10
8.90126838,39.47599464,48,10
8.90126529,39.47600412,48,10
8.9012622,39.4760136,48,10
8.90125911,39.47602308,48,10
8.90125602,39.47603257,48,10
8.90125293,39.47604205,48,10
8.90124984,39.47605153,48,10
8.90124675,39.47606101,48,10
8.90124366,39.47607049,48,10
8.90124056,39.47607997,48,10
8.90123747,39.47608946,48,10
8.90123438,39.47609894,48,10
8.90123129,39.47610842,48,10
8.9012282,39.4761179,48,10
8.90122511,39.47612741,48,10
8.90122202,39.47613692,48,10
8.90121893,39.47614643,48,10
8.90121585,39.47615594,48,10
8.90121276,39.47616545,48,10
8.90120967,39.47617497,48,10
8.90120658,39.47618448,48,10
8.90120349,39.47619399,48,10
8.9012004,39.4762035,48,10
8.90119732,39.47621301,48,10
8.90119423,39.47622252,48,10
8.90119114,39.47623203,48,10
8.90118805,39.47624154,48,10
8.90118496,39.47625105,48,10
8.90118187,39.47626056,48,10
8.90117878,39.47627007,48,10
8.9011757,39.47627959,48,10
8.90117261,39.4762891,48,10
8.90116952,39.47629861,48,10
8.90116643,39.47630812,48,10
8.90116334,39.47631763,48,10
8.90116025,39.47632714,48,10
8.90115716,39.47633665,48,10
8.90115408,39.47634616,48,10
8.90115099,39.47635567,48,10
8.9011479,39.47636518,48,10
8.90114481,39.47637469,48,10
8.90114172,39.47638421,48,10
8.90113863,39.47639372,48,10
8.90113555,39.47640323,48,10
8.90113246,39.47641274,48,10
8.90112937,39.47642225,48,10
8.90112628,39.47643176,48,10
8.90112319,39.47644127,48,10
8.9011201,39.47645078,48,10
8.90111701,39.47646029,48,10
8.90111393,39.4764698,48,10
8.90111084,39.47647931,48,10
8.90110775,39.47648883,48,10
8.90110466,39.47649834,48,10
8.90110157,39.47650785,48,10
8.90109848,39.47651736,48,10
8.9010954,39.47652687,48,10
8.90109231,39.47653638,48,10
8.90108922,39.47654589,48,10
8.90108613,39.4765554,48,10
8.90108304,39.47656491,48,10
8.90107995,39.47657442,48,10
8.90107686,39.47658393,48,10
8.90107378,39.47659345,48,10
8.90107069,39.47660296,48,10
8.9010676,39.47661247,48,10
8.90106451,39.47662198,48,10
8.90106142,39.47663149,48,10
8.90105833,39.476641,48,10
8.90105524,39.47665051,48,10
8.90105216,39.47666002,48,10
8.90104907,39.47666953,48,10
8.90104598,39.47667904,48,10
8.90104289,39.47668855,48,10
8.9010398,39.47669807,48,10
8.90103671,39.47670758,48,10
8.90103363,39.47671709,48,10
8.90103054,39.4767266,48,10
8.90102745,39.47673611,48,10
8.90102436,39.47674562,48,10
8.90102127,39.47675513,48,10
8.90101818,39.47676464,48,10
8.90101509,39.47677415,48,10
8.90101201,39.47678366,48,10
8.90100892,39.47679317,48,10
8.90100583,39.47680269,48,10
8.90100274,39.4768122,48,10
8.90099965,39.47682171,48,10
8.90099656,39.47683122,48,10
8.90099348,39.47684073,48,10
8.90099039,39.47685024,48,10
8.9009873,39.47685975,48,10
8.90098421,39.47686926,48,10
8.90098112,39.47687877,48,10
8.90097803,39.47688828,48,10
8.90097494,39.47689779,48,10
8.90097186,39.47690731,48,10
8.90096877,39.47691682,48,10
8.90096568,39.47692633,48,10
8.90096259,39.47693584,48,10
8.9009595,39.47694535,48,10
8.90095641,39.47695486,48,10
8.90095332,39.47696437,48,10
8.90095024,39.47697388,48,10
8.90094715,39.47698339,48,10
8.90094406,39.4769929,48,10
8.90094097,39.47700241,48,10
8.90093788,39.47701193,48,10
8.90093479,39.47702144,48,10
8.90093171,39.47703095,48,10
8.90092862,39.47704046,48,10
8.90092553,39.47704997,48,10
8.90092244,39.47705948,48,10
8.90091935,39.47706899,48,10
8.90091626,39.4770785,48,10
8.90091317,39.47708801,48,10
8.90091009,39.47709752,48,10
8.900907,39.47710703,48,10
8.90090391,39.47711655,48,10
8.90090082,39.47712606,48,10
8.90089773,39.47713557,48,10
8.90089464,39.47714508,48,10
8.90089156,39.47715459,48,10
8.90088847,39.4771641,48,10
8.90088538,39.47717361,48,10
8.90088229,39.47718312,48,10
8.9008792,39.47719263,48,10
8.90087611,39.47720214,48,10
8.90087302,39.47721165,48,10
8.90086994,39.47722117,48,10
8.90086685,39.47723068,48,10
8.90086376,39.47724019,48,10
8.90086067,39.4772497,48,10
8.90085758,39.47725921,48,10
8.90085449,39.47726872,48,10
8.9008514,39.47727823,48,10
8.90084832,39.47728774,48,10
8.90084523,39.47729725,48,10
8.90084214,39.47730676,48,10
8.90083905,39.47731627,48,10
8.90083596,39.47732579,48,10
8.90083287,39.4773353,48,10
8.90082979,39.47734481,48,10
8.9008267,39.47735432,48,10
8.90082361,39.47736383,48,10
8.90082052,39.47737334,48,10
8.90081743,39.47738285,48,10
8.90081434,39.47739236,48,10
8.90081125,39.47740187,48,10
8.90080817,39.47741138,48,10
8.90080508,39.47742089,48,10
8.90080199,39.47743041,48,10
8.9007989,39.47743992,48,10
8.90079581,39.47744943,48,10
8.90079272,39.47745894,48,10
8.90078964,39.47746845,48,10
8.90078655,39.47747796,48,10
8.90078346,39.47748747,48,10
8.90078037,39.47749698,48,10
8.90077728,39.47750649,48,10
8.90077419,39.477516,48,10
8.9007711,39.47752551,48,10
8.90076802,39.47753503,48,10
8.90076493,39.47754454,48,10
8.90076184,39.47755405,48,10
8.90075875,39.47756356,48,10
8.90075566,39.47757307,48,10
8.90075257,39.47758258,48,10
8.90074948,39.47759209,48,10
8.9007464,39.4776016,48,10
8.90074331,39.47761111,48,10
8.90074022,39.47762062,48,10
8.90073713,39.47763013,48,10
8.90073404,39.47763965,48,10
8.90073095,39.47764916,48,10
8.90072787,39.47765867,48,10
8.90072478,39.47766818,48,10
8.90072169,39.47767769,48,10
8.9007186,39.4776872,48,10
8.90071554,39.47769669,48,10
8.90071248,39.47770619,48,10
8.90070942,39.47771568,48,10
8.90070636,39.47772517,48,10
8.9007033,39.47773467,48,10
8.90070024,39.47774416,48,10
8.90069718,39.47775365,48,10
8.90069411,39.47776315,48,10
8.90069105,39.47777264,48,10
8.90068799,39.47778213,48,10
8.90068493,39.47779162,48,10
8.90068187,39.47780112,48,10
8.90067881,39.47781061,48,10
8.90067575,39.4778201,48,10
8.90067269,39.4778296,48,10
8.90066963,39.47783909,48,10
8.90066657,39.47784858,48,10
8.90066351,39.47785808,48,10
8.90066045,39.47786757,48,10
8.90065739,39.47787706,48,10
8.90065433,39.47788656,48,10
8.90065126,39.47789605,48,10
8.9006482,39.47790554,48,10
8.90064514,39.47791504,48,10
8.90064208,39.47792453,48,10
8.90063902,39.47793402,48,10
8.90063596,39.47794352,48,10
8.9006329,39.47795301,48,10
8.90062984,39.4779625,48,10
8.90062678,39.47797199,48,10
8.90062372,39.47798149,48,10
8.90062066,39.47799098,48,10
8.9006176,39.47800047,48.01069311,10
8.90061454,39.47800997,48.06163606,10
8.90061148,39.47801946,48.11393918,10
8.90060842,39.47802895,48.16760247,10
8.90060535,39.47803845,48.22262591,10
8.90060229,39.47804794,48.27900953,10
8.90059923,39.47805743,48.33675331,10
8.90059617,39.47806693,48.39585725,10
8.90059311,39.47807642,48.45632136,10
8.90059005,39.47808591,48.51787909,10
8.90058699,39.47809541,48.57823222,10
8.90058393,39.4781049,48.63722518,10
8.90058087,39.47811439,48.69485798,10
8.90057781,39.47812389,48.75113061,10
8.90057475,39.47813338,48.80604308,10
8.90057169,39.47814287,48.85959538,10
8.90056863,39.47815236,48.91178752,10
8.90056557,39.47816186,48.96261949,10
8.90056251,39.47817135,49,10
8.90055944,39.47818084,49,10
8.90055638,39.47819034,49,10
8.90055332,39.47819983,49,10
8.90055026,39.47820932,49,10
8.9005472,39.47821882,49,10
8.90054414,39.47822831,49,10
8.90054108,39.4782378,49,10
8.90053802,39.4782473,49,10
8.90053496,39.47825679,49,10
8.9005319,39.47826628,49,10
8.90052884,39.47827578,49,10
8.90052578,39.47828527,49,10
8.90052272,39.47829476,49,10
8.90051966,39.47830426,49,10
8.90051659,39.47831375,49,10
8.90051353,39.47832324,49,10
8.90051047,39.47833274,49,10
8.90050741,39.47834223,49,10
8.90050435,39.47835172,49,10
8.90050129,39.47836121,49,10
8.90049823,39.47837071,49,10
8.90049517,39.4783802,49,10
8.90049211,39.47838969,49,10
8.90048905,39.47839919,49,10
8.90048599,39.47840868,49,10
8.90048293,39.47841817,49,10
8.90047987,39.47842767,49,10
8.90047681,39.47843716,49,10
8.90047375,39.47844665,49,10
8.90047068,39.47845615,49,10
8.90046762,39.47846564,49,10
8.90046456,39.47847513,49,10
8.9004615,39.47848463,49,10
8.90045844,39.47849412,49,10
8.90045538,39.47850361,49,10
8.90045232,39.47851311,49,10
8.90044926,39.4785226,49,10
8.9004462,39.47853209,49,10
8.90044314,39.47854158,49,10
8.90044008,39.47855108,49,10
8.90043702,39.47856057,49,10
8.90043396,39.47857006,49,10
8.9004309,39.47857956,49,10
8.90042784,39.47858905,49,10
8.90042477,39.47859854,49,10
8.90042171,39.47860804,49,10
8.90041865,39.47861753,49,10
8.90041559,39.47862702,49,10
8.90041253,39.47863652,49,10
8.90040947,39.47864601,49,10
8.90040641,39.4786555,49,10
8.90040335,39.478665,49,10
8.90040029,39.47867449,49,10
8.90039723,39.47868398,49,10
8.90039417,39.47869348,49,10
8.90039111,39.47870297,49,10
8.90038805,39.47871246,49,10
8.90038499,39.47872195,49,10
8.90038192,39.47873145,49,10
8.90037886,39.47874094,49,10
8.9003758,39.47875043,49,10
8.90037274,39.47875993,49,10
8.90036968,39.47876942,49,10
8.90036662,39.47877891,49,10
8.90036356,39.47878841,49,10
8.9003605,39.4787979,49,10
8.90035744,39.47880739,49,10
8.90035438,39.47881689,49,10
8.90035132,39.47882638,49,10
8.90034826,39.47883587,49,10
8.9003452,39.47884537,49,10
8.90034214,39.47885486,49,10
8.90033908,39.47886435,49,10
8.90033601,39.47887385,49,10
8.90033295,39.47888334,49,10
8.90032989,39.47889283,49,10
8.90032683,39.47890232,49,10
8.90032377,39.47891182,49,10
8.90032071,39.47892131,49,10
8.90031765,39.4789308,49,10
8.90031459,39.4789403,49,10
8.90031153,39.47894979,49,10
8.90030847,39.47895928,49,10
8.90030541,39.47896878,49,10
8.90030235,39.47897827,49,10
8.90029929,39.47898776,49,10
8.90029623,39.47899726,49,10
8.90029316,39.47900675,49,10
8.9002901,39.47901624,49,10
8.90028704,39.47902574,49,10
8.90028398,39.47903523,49,10
8.90028092,39.47904472,49,10
8.90027786,39.47905422,49,10
8.9002748,39.47906371,49,10
8.90027174,39.4790732,49,10
8.90026868,39.47908269,49,10
8.90026562,39.47909219,49,10
8.90026256,39.47910168,49,10
8.9002595,39.47911117,49,10
8.90025644,39.47912067,49,10
8.90025338,39.47913016,49,10
8.90025032,39.47913965,49,10
8.90024725,39.47914915,49,10
8.90024419,39.47915864,49,10
8.90024113,39.47916813,49,10
8.90023807,39.47917763,49,10
8.90023501,39.47918712,49,10
8.90023195,39.47919661,49,10
8.90022889,39.47920611,49,10
8.90022583,39.4792156,49,10
8.90022277,39.47922509,49,10
8.90021971,39.47923459,49,10
8.90021665,39.47924408,49,10
8.90021359,39.47925357,49,10
8.90021053,39.47926306,49,10
8.90020747,39.47927256,49,10
8.90020441,39.47928205,49,10
8.90020134,39.47929154,49,10
8.90019828,39.47930104,49,10
8.90019522,39.47931053,49,10
8.90019216,39.47932002,49,10
8.9001891,39.47932952,49,10
8.90018604,39.47933901,49,10
8.90018298,39.4793485,49,10
8.90017992,39.479358,49,10
8.90017686,39.47936749,49,10
8.9001738,39.47937698,49,10
8.90017074,39.47938648,49,10
8.90016768,39.47939597,49,10
8.90016462,39.47940546,49,10
8.90016156,39.47941496,49,10
8.90015849,39.47942445,49,10
8.90015543,39.47943394,49,10
8.90015237,39.47944344,49,10
8.90014931,39.47945293,49,10
8.90014625,39.47946242,49,10
8.90014319,39.47947191,49,10
8.90014013,39.47948141,49,10
8.90013707,39.4794909,49,10
8.90013401,39.47950039,49,10
8.90013095,39.47950989,49,10
8.90012789,39.47951938,49,10
8.90012483,39.47952887,49,10
8.90012177,39.47953837,49,10
8.90011871,39.47954786,49,10
8.90011565,39.47955735,49,10
8.90011258,39.47956685,49,10
8.90010952,39.47957634,49,10
8.90010646,39.47958583,49,10
8.9001034,39.47959533,49,10
8.90010034,39.47960482,49,10
8.90009728,39.47961431,49,10
8.90009422,39.47962381,49,10
8.90009116,39.4796333,49,10
8.9000881,39.47964279,49,10
8.90008504,39.47965228,49,10
8.90008198,39.47966178,49,10
8.90007892,39.47967127,49,10
8.90007586,39.47968076,49,10
8.9000728,39.47969026,49,10
8.90006974,39.47969975,49,10
8.90006667,39.47970924,49,10
8.90006361,39.47971874,49,10
8.90006055,39.47972823,49,10
8.90005749,39.47973772,49,10
8.90005443,39.47974722,49,10
8.90005137,39.47975671,49,10
8.90004831,39.4797662,49,10
8.90004525,39.4797757,49,10
8.90004219,39.47978519,49,10
8.90003913,39.47979468,49,10
8.90003607,39.47980418,49,10
8.90003301,39.47981367,49,10
8.90002995,39.47982316,49,10
8.90002689,39.47983265,49,10
8.90002382,39.47984215,49,10
8.90002076,39.47985164,49,10
8.9000177,39.47986113,49,10
8.90001464,39.47987063,49,10
8.90001158,39.47988012,49,10
8.90000852,39.47988961,49,10
8.90000546,39.47989911,49,10
8.9000024,39.4799086,49,10
8.89999931,39.4799181,49,10
8.89999622,39.47992759,49,10
8.89999312,39.47993709,49,10
8.89999003,39.47994659,49,10
8.89998694,39.47995609,49,10
8.89998385,39.47996558,49,10
8.89998076,39.47997508,49,10
8.89997767,39.47998458,49,10
8.89997457,39.47999408,49,10
8.89997148,39.48000357,49,10
8.89996839,39.48001307,49,10
8.8999653,39.48002257,49,10
8.89996221,39.48003207,49,10
8.89995911,39.48004156,49,10
8.89995602,39.48005106,49.01879124,10
8.89995293,39.48006056,49.05006159,10
8.89994984,39.48007006,49.08270656,10
8.89994675,39.48007955,49.11672616,10
8.89994366,39.48008905,49.15212039,10
8.89994056,39.48009855,49.18888925,10
8.89993747,39.48010805,49.22703274,10
8.89993438,39.48011754,49.26655086,10
8.89993129,39.48012704,49.30744361,10
8.8999282,39.48013654,49.34971099,10
8.8999251,39.48014604,49.393353,10
8.89992201,39.48015553,49.43836964,10
8.89991892,39.48016503,49.4847609,10
8.89991583,39.48017453,49.5325268,10
8.89991274,39.48018403,49.58166733,10
8.89990965,39.48019352,49.63218248,10
8.89990655,39.48020302,49.68407227,10
8.89990346,39.48021252,49.73733668,10
8.89990037,39.48022202,49.76369818,10
8.89989728,39.48023151,49.77604112,10
8.89989419,39.48024101,49.78838407,10
8.89989109,39.48025051,49.80072702,10
8.899888,39.48026001,49.81306997,10
8.89988491,39.4802695,49.82541292,10
8.89988182,39.480279,49.83775587,10
8.89987873,39.4802885,49.85009882,10
8.89987564,39.480298,49.86244176,10
8.89987254,39.48030749,49.87478471,10
8.89986945,39.48031699,49.88712766,10
8.89986636,39.48032649,49.89947061,10
8.89986327,39.48033599,49.91181356,10
8.89986018,39.48034548,49.92415651,10
8.89985708,39.48035498,49.93649945,10
8.89985399,39.48036448,49.9488424,10
8.8998509,39.48037398,49.96118535,10
8.89984781,39.48038347,49.9735283,10
8.89984472,39.48039297,49.98642727,10
8.89984163,39.48040247,49.99838392,10
8.89983853,39.48041197,50,10
8.89983544,39.48042146,50,10
8.89983235,39.48043096,50,10
8.89982926,39.48044046,50,10
8.89982617,39.48044996,50,10
8.89982307,39.48045945,50,10
8.89981998,39.48046895,50,10
8.89981689,39.48047845,50,10
8.8998138,39.48048795,50,10
8.89981071,39.48049744,50,10
8.89980762,39.48050694,50,10
8.89980452,39.48051644,50,10
8.89980143,39.48052594,50,10
8.89979834,39.48053543,50,10
8.89979525,39.48054493,50,10
8.89979216,39.48055443,50,10
8.89978906,39.48056393,50,10
8.89978597,39.48057342,50,10
8.89978288,39.48058292,50,10
8.89977979,39.48059242,50,10
8.8997767,39.48060192,50,10
8.89977361,39.48061141,50,10
8.89977051,39.48062091,50,10
8.89976742,39.48063041,50,10
8.89976433,39.48063991,50,10
8.89976124,39.4806494,50,10
8.89975815,39.4806589,50,10
8.89975505,39.4806684,50,10
8.89975196,39.4806779,50,10
8.89974887,39.48068739,50,10
8.89974578,39.48069689,50,10
8.89974269,39.48070639,50,10
8.89973959,39.48071589,50,10
8.8997365,39.48072538,50,10
8.89973341,39.48073488,50,10
8.89973032,39.48074438,50,10
8.89972723,39.48075388,50,10
8.89972414,39.48076337,50,10
8.89972104,39.48077287,50,10
8.89971795,39.48078237,50,10
8.89971486,39.48079187,50,10
8.89971177,39.48080136,50,10
8.89970868,39.48081086,50,10
8.89970558,39.48082036,50,10
8.89970249,39.48082986,50,10
8.8996994,39.48083935,50,10
8.89969631,39.48084885,50,10
8.89969322,39.48085835,50,10
8.89969013,39.48086785,50,10
8.89968703,39.48087734,50,10
8.89968394,39.48088684,50,10
8.89968085,39.48089634,50,10
8.89967776,39.48090584,50,10
8.89967467,39.48091533,50,10
8.89967157,39.48092483,50,10
8.89966848,39.48093433,50,10
8.89966539,39.48094383,50,10
8.8996623,39.48095332,50,10
8.89965921,39.48096282,50,10
8.89965612,39.48097232,50,10
8.89965302,39.48098182,50,10
8.89964993,39.48099131,50,10
8.89964684,39.48100081,50,10
8.89964375,39.48101031,50,10
8.89964066,39.48101981,50,10
8.89963756,39.4810293,50,10
8.89963447,39.4810388,50,10
8.89963138,39.4810483,50,10
8.89962829,39.4810578,50,10
8.8996252,39.48106729,50,10
8.89962211,39.48107679,50,10
8.89961901,39.48108629,50,10
8.89961592,39.48109579,50,10
8.89961283,39.48110528,50,10
8.89960974,39.48111478,50,10
8.89960665,39.48112428,50,10
8.89960355,39.48113378,50,10
8.89960046,39.48114327,50,10
8.89959737,39.48115277,50,10
8.89959428,39.48116227,50,10
8.89959119,39.48117177,50,10
8.8995881,39.48118126,50,10
8.899585,39.48119076,50,10
8.89958191,39.48120026,50,10
8.89957882,39.48120976,50,10
8.89957573,39.48121925,50,10
8.89957264,39.48122875,50,10
8.89956954,39.48123825,50,10
8.89956645,39.48124775,50,10
8.89956336,39.48125724,50,10
8.89956027,39.48126674,50,10
8.89955718,39.48127624,50,10
8.89955409,39.48128574,50,10
8.89955099,39.48129523,50,10
8.8995479,39.48130473,50,10
8.89954481,39.48131423,50,10
8.89954172,39.48132373,50,10
8.89953863,39.48133322,50,10
8.89953553,39.48134272,50,10
8.89953244,39.48135222,50,10
8.89952935,39.48136172,50,10
8.89952626,39.48137121,50,10
8.89952317,39.48138071,50,10
8.89952008,39.48139021,50,10
8.89951698,39.48139971,50,10
8.89951389,39.4814092,50,10
8.8995108,39.4814187,50,10
8.89950825,39.4814265,50,10
8.8995057,39.4814343,50,10
8.89950265,39.4814437,50,10
8.89949959,39.4814531,50,10
8.89949654,39.4814625,50,10
8.89949348,39.4814719,50,10
8.89949043,39.4814813,50,10
8.89948738,39.4814907,50,10
8.89948432,39.4815001,50,10
8.89948127,39.4815095,50,10
8.89947822,39.4815189,50,10
8.89947516,39.4815283,50,10
8.89947211,39.4815377,50,10
8.89946905,39.4815471,50,10
8.899466,39.4815565,50,10
8.89946295,39.48156595,50,10
8.89945991,39.4815754,50,10
8.89945686,39.48158484,50,10
8.89945382,39.48159429,50,10
8.89945077,39.48160374,50,10
8.89944773,39.48161319,50,10
8.89944468,39.48162263,50,10
8.89944164,39.48163208,50,10
8.89943859,39.48164153,50,10
8.89943554,39.48165098,50,10
8.8994325,39.48166043,50,10
8.89942945,39.48166987,50,10
8.89942641,39.48167932,50,10
8.89942336,39.48168877,50,10
8.89942032,39.48169822,50,10
8.89941727,39.48170766,50,10
8.89941423,39.48171711,50,10
8.89941118,39.48172656,50,10
8.89940813,39.48173601,50,10
8.89940509,39.48174546,50,10
8.89940204,39.4817549,50,10
8.899399,39.48176435,50,10
8.89939595,39.4817738,50,10
8.89939291,39.48178325,50,10
8.89938986,39.48179269,50,10
8.89938681,39.48180214,50,10
8.89938377,39.48181159,50,10
8.89938072,39.48182104,50,10
8.89937768,39.48183049,50,10
8.89937463,39.48183993,50,10
8.89937159,39.48184938,50,10
8.89936854,39.48185883,50,10
8.8993655,39.48186828,50,10
8.89936245,39.48187773,50,10
8.8993594,39.48188717,50,10
8.89935636,39.48189662,50,10
8.89935331,39.48190607,50,10
8.89935027,39.48191552,50,10
8.89934722,39.48192496,50,10
8.89934418,39.48193441,50,10
8.89934113,39.48194386,50,10
8.89933809,39.48195331,50,10
8.89933504,39.48196276,50,10
8.89933199,39.4819722,50,10
8.89932895,39.48198165,50,10
8.8993259,39.4819911,50,10
8.89932286,39.48200055,50,10
8.89931981,39.48200999,50,10
8.89931677,39.48201944,50,10
8.89931372,39.48202889,50,10
8.89931068,39.48203834,50,10
8.89930763,39.48204779,50,10
8.89930458,39.48205723,50,10
8.89930154,39.48206668,50,10
8.89929849,39.48207613,50,10
8.89929545,39.48208558,50,10
8.8992924,39.48209502,50,10
8.89928936,39.48210447,50,10
8.89928631,39.48211392,50,10
8.89928326,39.48212337,50,10
8.89928022,39.48213282,50,10
8.89927717,39.48214226,50,10
8.89927413,39.48215171,50,10
8.89927108,39.48216116,50,10
8.89926804,39.48217061,50,10
8.89926499,39.48218005,50,10
8.89926195,39.4821895,50,10
8.8992589,39.48219895,50,10
8.89925585,39.4822084,50,10
8.89925281,39.48221785,50,10
8.89924976,39.48222729,50,10
8.89924672,39.48223674,50,10
8.89924367,39.48224619,50,10
8.89924063,39.48225564,50,10
8.89923758,39.48226508,50,10
8.89923454,39.48227453,50,10
8.89923149,39.48228398,50,10
8.89922844,39.48229343,50,10
8.8992254,39.48230288,50,10
8.89922235,39.48231232,50,10
8.89921931,39.48232177,50,10
8.89921626,39.48233122,50,10
8.89921322,39.48234067,50,10
8.89921017,39.48235011,50,10
8.89920713,39.48235956,50,10
8.89920408,39.48236901,50,10
8.89920103,39.48237846,50,10
8.89919799,39.48238791,50,10
8.89919494,39.48239735,50,10
8.8991919,39.4824068,50,10
8.89918885,39.48241625,50,10
8.89918581,39.4824257,50,10
8.89918276,39.48243514,50,10
8.89917971,39.48244459,50,10
8.89917667,39.48245404,50,10
8.89917362,39.48246349,50,10
8.89917058,39.48247294,50,10
8.89916753,39.48248238,50,10
8.89916449,39.48249183,50,10
8.89916144,39.48250128,50,10
8.8991584,39.48251073,50,10
8.89915535,39.48252017,50,10
8.8991523,39.48252962,50,10
8.89914926,39.48253907,50,10
8.89914621,39.48254852,50,10
8.89914317,39.48255797,50,10
8.89914012,39.48256741,50,10
8.89913708,39.48257686,50,10
8.89913403,39.48258631,50,10
8.89913099,39.48259576,50,10
8.89912794,39.48260521,50.00840945,10
8.89912489,39.48261465,50.05614049,10
8.89912185,39.4826241,50.10521851,10
8.8991188,39.48263355,50.15564353,10
8.89911576,39.482643,50.20741553,10
8.89911271,39.48265244,50.26053452,10
8.89910967,39.48266189,50.3150005,10
8.89910662,39.48267134,50.37081347,10
8.89910357,39.48268079,50.42797343,10
8.89910053,39.48269024,50.48648037,10
8.89909748,39.48269968,50.54633431,10
8.89909444,39.48270913,50.60753523,10
8.89909139,39.48271858,50.67008314,10
8.89908835,39.48272803,50.73149603,10
8.8990853,39.48273747,50.78919945,10
8.89908226,39.48274692,50.84555588,10
8.89907921,39.48275637,50.90056532,10
8.89907616,39.48276582,50.95422777,10
8.89907312,39.48277527,51,10
8.89907007,39.48278471,51,10
8.89906703,39.48279416,51,10
8.89906398,39.48280361,51,10
8.89906094,39.48281306,51,10
8.89905789,39.4828225,51,10
8.89905485,39.48283195,51,10
8.8990518,39.4828414,51,10
8.89904868,39.48285083,51,10
8.89904557,39.48286025,51,10
8.89904245,39.48286968,51,10
8.89903934,39.48287911,51,10
8.89903622,39.48288853,51,10
8.89903311,39.48289796,51,10
8.89902999,39.48290739,51,10
8.89902688,39.48291682,51,10
8.89902376,39.48292624,51,10
8.89902065,39.48293567,51,10
8.89901753,39.4829451,51,10
8.89901442,39.48295452,51,10
8.8990113,39.48296395,51,10
8.89900818,39.48297338,51,10
8.89900507,39.4829828,51,10
8.89900195,39.48299223,51,10
8.89899884,39.48300166,51,10
8.89899572,39.48301108,51,10
8.89899261,39.48302051,51,10
8.89898949,39.48302994,51,10
8.89898638,39.48303937,51,10
8.89898326,39.48304879,51,10
8.89898015,39.48305822,51,10
8.89897703,39.48306765,51,10
8.89897392,39.48307707,51,10
8.8989708,39.4830865,51,10
8.89896768,39.48309593,51,10
8.89896457,39.48310535,51,10
8.89896145,39.48311478,51,10
8.89895834,39.48312421,51,10
8.89895522,39.48313363,51,10
8.89895211,39.48314306,51,10
8.89894899,39.48315249,51,10
8.89894588,39.48316192,51,10
8.89894276,39.48317134,51,10
8.89893965,39.48318077,51,10
8.89893653,39.4831902,51,10
8.89893342,39.48319962,51,10
8.8989303,39.48320905,51,10
8.89892718,39.48321848,51,10
8.89892407,39.4832279,51,10
8.89892095,39.48323733,51,10
8.89891784,39.48324676,51,10
8.89891472,39.48325618,51,10
8.89891161,39.48326561,51,10
8.89890849,39.48327504,51,10
8.89890538,39.48328447,51,10
8.89890226,39.48329389,51,10
8.89889915,39.48330332,51,10
8.89889603,39.48331275,51,10
8.89889292,39.48332217,51,10
8.8988898,39.4833316,51,10
8.89888668,39.48334103,51,10
8.89888357,39.48335045,51,10
8.89888045,39.48335988,51,10
8.89887734,39.48336931,51,10
8.89887422,39.48337873,51,10
8.89887111,39.48338816,51,10
8.89886799,39.48339759,51,10
8.89886488,39.48340702,51,10
8.89886176,39.48341644,51,10
8.89885865,39.48342587,51,10
8.89885553,39.4834353,51,10
8.89885242,39.48344472,51,10
8.8988493,39.48345415,51,10
8.89884618,39.48346358,51,10
8.89884307,39.483473,51,10
8.89883995,39.48348243,51,10
8.89883684,39.48349186,51,10
8.89883372,39.48350128,51,10
8.89883061,39.48351071,51,10
8.89882749,39.48352014,51,10
8.89882438,39.48352957,51,10
8.89882126,39.48353899,51,10
8.89881815,39.48354842,51,10
8.89881503,39.48355785,51,10
8.89881192,39.48356727,51,10
8.8988088,39.4835767,51,10
8.89880568,39.48358613,51,10
8.89880257,39.48359555,51,10
8.89879945,39.48360498,51,10
8.89879634,39.48361441,51,10
8.89879322,39.48362383,51,10
8.89879011,39.48363326,51,10
8.89878699,39.48364269,51,10
8.89878388,39.48365212,51,10
8.89878076,39.48366154,51,10
8.89877765,39.48367097,51,10
8.89877453,39.4836804,51,10
8.89877142,39.48368982,51,10
8.8987683,39.48369925,51,10
8.89876518,39.48370868,51,10
8.89876207,39.4837181,51,10
